customer_id,age,gender,marital_status,household_size,education_level,occupation,income_level,location,state,country,proximity_to_branch,transaction_frequency,transaction_volume,transaction_type,atm_usage_patterns,online_banking_activity,channel_preferences,customer_service_interactions,product_engagement,savings_balance,checking_balance,investment_balance,credit_card_usage,loan_history,loan_repayment_behavior,investment_portfolio,credit_score,attitudes_towards_banking,financial_goals,risk_tolerance,spending_habits,interests_hobbies,customer_satisfaction_score,net_promoter_score,loyalty_program_participation,cross_selling_response_rate,inflation_rate,gdp_growth,social_media_behavior,online_shopping_habits,digital_engagement,major_life_events,significant_financial_milestones,survey_responses,preferred_communication_channels,product_feature_requests,risk_assessment_data,credit_risk_indicators
66,21,Female,Divorced,2,Bachelor,Student,High,Urban,NY,UK,Moderate,28,8814.422132,Purchase,Rare,Low,Mobile App,Low,No,14604.86747,7929.279394,68577.15245,13197.99076,Personal Loan,Poor,Aggressive,412,Negative,Education Funding,Low,Spender,Reading,4,5,No,0.928891435,3.606783386,4.152325549,Moderate,Frequent,High,Marriage,None,Positive,Phone,No,Medium Risk,Stable
67,25,Female,Single,2,Master,Self-employed,High,Rural,FL,UK,Moderate,13,6233.881003,Withdrawal,Rare,Low,Mobile App,High,No,15728.51201,14776.22544,39907.3733,18218.27361,None,Average,Moderate,524,Neutral,Retirement Planning,High,Conservative,Cooking,1,9,Yes,0.70343456,3.621113782,3.372402934,Active,Frequent,Medium,Retirement,Starting a Business,Negative,Mail,No,High Risk,High Risk
68,61,Male,Single,3,High School,Self-employed,High,Rural,IL,USA,Far,8,7400.920121,Withdrawal,Frequent,Medium,Website,Low,Yes,25506.5131,11891.23674,80006.38864,14365.87091,Personal Loan,Poor,Moderate,444,Negative,Education Funding,Low,Moderate,Travel,4,1,No,0.031710533,1.181122039,4.899522826,Moderate,Frequent,Medium,Marriage,None,Positive,Mail,No,Medium Risk,Stable
69,23,Female,Divorced,2,PhD,Student,High,Suburban,TX,USA,Close,20,4701.838633,Deposit,Frequent,Medium,Branch,High,No,21405.42076,6593.485716,98632.53513,7600.558663,None,Good,Aggressive,590,Positive,Wealth Accumulation,Low,Spender,Reading,1,7,No,0.374785106,1.282820307,3.210959393,Low,Rare,High,Marriage,Starting a Business,Positive,SMS,Yes,Low Risk,Warning
70,48,Male,Single,4,College,Student,Medium,Rural,TX,Canada,Close,5,1759.431463,Transfer,Frequent,Low,Branch,High,Yes,4286.671588,10300.16626,58187.92378,9647.091573,None,Average,Aggressive,450,Positive,Education Funding,High,Conservative,Music,4,0,Yes,0.519765483,0.812934714,4.528896996,Active,Occasional,High,Retirement,None,Negative,Email,No,Medium Risk,High Risk
71,37,Male,Divorced,3,PhD,Self-employed,Medium,Urban,CA,UK,Moderate,19,1180.044675,Deposit,Occasional,Medium,Website,High,Yes,18089.37731,8031.267915,66.21911749,19371.28193,None,Average,Moderate,564,Negative,Education Funding,Medium,Conservative,Reading,4,6,No,0.897502284,1.153750301,1.066899493,Active,Frequent,Medium,None,Starting a Business,Neutral,SMS,No,Medium Risk,Stable
72,45,Female,Married,4,College,Self-employed,Medium,Urban,FL,Australia,Close,20,6855.07111,Deposit,Rare,Medium,Branch,Low,Yes,28572.26508,19441.48677,39274.84636,1475.368772,None,Poor,Aggressive,557,Positive,Education Funding,Medium,Moderate,Reading,4,3,Yes,0.127707694,1.476030379,4.082716623,Moderate,Rare,Medium,Birth of a Child,Starting a Business,Neutral,Phone,No,Medium Risk,High Risk
73,63,Male,Widowed,4,College,Student,Low,Suburban,IL,USA,Moderate,26,3827.114308,Deposit,Occasional,Low,Website,Medium,Yes,42564.49143,10443.7683,46234.81349,4111.418117,Personal Loan,Poor,Moderate,658,Negative,Education Funding,High,Moderate,Travel,1,6,No,0.763300909,4.609754054,0.527167527,Active,Occasional,Low,Birth of a Child,Starting a Business,Negative,Email,No,Low Risk,Stable
74,53,Male,Married,3,High School,Employed,Medium,Urban,FL,USA,Moderate,8,5718.079868,Purchase,Frequent,High,Mobile App,High,Yes,15868.31463,2927.138588,87622.26763,17999.60967,None,Average,Aggressive,386,Positive,Retirement Planning,High,Spender,Travel,2,7,No,0.098363965,4.510091965,3.519123192,Active,Rare,High,Marriage,Buying a House,Neutral,Mail,Yes,Low Risk,Stable
75,29,Female,Widowed,5,College,Self-employed,Medium,Suburban,IL,Canada,Close,7,7485.888386,Withdrawal,Occasional,Low,Mobile App,High,Yes,11518.93121,8924.747531,76261.83999,1821.578181,Mortgage,Good,Conservative,515,Positive,Wealth Accumulation,High,Moderate,Reading,4,7,Yes,0.824154891,1.434491986,3.684674833,Moderate,Rare,High,None,Starting a Business,Negative,Phone,No,Low Risk,Stable
76,55,Male,Divorced,2,Bachelor,Self-employed,Low,Rural,TX,Canada,Moderate,22,7886.168908,Purchase,Occasional,Low,Website,Low,Yes,15588.9287,4861.126838,11626.58892,12117.46482,Mortgage,Good,Conservative,633,Neutral,Education Funding,Low,Spender,Sports,1,5,No,0.469488574,4.594574832,1.028966287,Active,Rare,Low,None,None,Negative,Email,No,High Risk,Warning
77,33,Male,Married,1,College,Student,Low,Suburban,FL,Australia,Far,5,5145.637253,Purchase,Occasional,High,Branch,Low,Yes,21004.60161,8390.422556,26054.25746,12271.26579,None,Poor,Aggressive,319,Neutral,Retirement Planning,High,Spender,Reading,3,0,Yes,0.985404349,2.740831566,3.438268725,Moderate,Rare,Medium,Birth of a Child,Starting a Business,Neutral,Phone,No,High Risk,High Risk
78,50,Female,Widowed,1,College,Student,Low,Urban,FL,USA,Moderate,9,3213.573731,Withdrawal,Frequent,Medium,Branch,Low,Yes,29531.76092,3942.803045,27644.80982,2652.115018,Car Loan,Good,Aggressive,803,Negative,Retirement Planning,Medium,Moderate,Travel,3,9,No,0.110522382,0.697236773,2.873576554,Low,Rare,Low,Marriage,Buying a House,Negative,SMS,No,Medium Risk,High Risk
79,67,Female,Divorced,1,Master,Student,High,Rural,IL,UK,Far,29,7781.214719,Deposit,Occasional,Medium,Mobile App,Low,Yes,42322.93074,7010.37524,40484.53066,4193.636987,None,Good,Moderate,831,Neutral,Education Funding,Medium,Spender,Sports,4,5,No,0.606877575,1.640379318,4.769705985,Low,Occasional,Low,Birth of a Child,None,Positive,Phone,Yes,High Risk,Warning
80,34,Male,Widowed,2,Master,Employed,Medium,Urban,IL,UK,Close,12,4211.918204,Purchase,Rare,Medium,Branch,High,Yes,7608.826407,17446.29396,68186.7897,3816.896451,None,Good,Aggressive,594,Neutral,Retirement Planning,High,Conservative,Sports,4,4,No,0.830884592,2.837757643,2.523873135,Low,Frequent,Medium,None,Starting a Business,Neutral,Mail,No,High Risk,Stable
81,27,Female,Single,5,High School,Student,Medium,Urban,FL,UK,Close,29,9373.6345,Transfer,Occasional,High,Website,High,No,36105.52556,4782.503226,76081.24885,16546.75759,Car Loan,Good,Aggressive,380,Negative,Wealth Accumulation,Medium,Spender,Sports,3,1,No,0.838803756,4.177990184,2.934427011,Moderate,Frequent,Medium,None,Buying a House,Negative,Email,Yes,High Risk,High Risk
82,33,Female,Single,4,High School,Employed,Medium,Rural,IL,Canada,Close,4,8263.26304,Transfer,Occasional,Low,Branch,High,Yes,38830.06911,13057.38961,43493.09857,13273.78326,Personal Loan,Poor,Moderate,758,Positive,Wealth Accumulation,Low,Spender,Music,1,1,Yes,0.788717731,0.255825565,0.724507624,Active,Occasional,High,Birth of a Child,Starting a Business,Neutral,Email,Yes,High Risk,High Risk
83,42,Male,Divorced,3,Bachelor,Student,Low,Urban,FL,Australia,Close,3,7494.475611,Deposit,Frequent,High,Website,High,No,33330.90685,9314.462157,95484.63731,11784.05439,Personal Loan,Poor,Aggressive,581,Positive,Education Funding,Low,Conservative,Sports,2,9,No,0.914709343,1.240805302,0.611348636,Active,Occasional,Medium,Retirement,Buying a House,Positive,Mail,No,Medium Risk,Warning
84,59,Male,Widowed,5,Master,Student,Medium,Urban,CA,Australia,Close,11,2488.316913,Purchase,Occasional,High,Mobile App,Low,No,45056.58884,19525.35656,59319.39095,19784.91179,Mortgage,Poor,Conservative,822,Neutral,Wealth Accumulation,High,Moderate,Music,2,5,No,0.669123017,1.088306661,1.647420922,Low,Occasional,High,None,Buying a House,Positive,Phone,No,High Risk,High Risk
85,40,Female,Single,1,PhD,Employed,High,Rural,FL,Australia,Moderate,22,3691.343858,Transfer,Rare,Low,Branch,High,Yes,43301.3138,470.1941345,42986.12382,14184.44341,Mortgage,Average,Conservative,723,Neutral,Retirement Planning,Low,Moderate,Music,2,0,Yes,0.379568303,2.771366561,2.093649903,Moderate,Frequent,Medium,None,None,Negative,Email,No,Low Risk,High Risk
86,35,Male,Married,2,High School,Unemployed,Medium,Urban,NY,USA,Close,18,8504.909242,Deposit,Rare,Low,Mobile App,Low,Yes,46468.14978,8102.47667,17726.2435,18884.63214,Mortgage,Poor,Aggressive,425,Positive,Wealth Accumulation,Low,Spender,Reading,3,7,Yes,0.924692276,3.601502973,0.276744613,Low,Occasional,Medium,None,None,Neutral,Phone,No,High Risk,High Risk
87,64,Female,Widowed,2,High School,Self-employed,Medium,Suburban,FL,USA,Close,25,329.0836883,Purchase,Frequent,Low,Mobile App,Low,Yes,30953.66221,10764.31915,89026.66395,8883.777481,Car Loan,Poor,Conservative,667,Neutral,Education Funding,Medium,Moderate,Travel,3,1,Yes,0.195305748,3.092736123,3.7633772,Moderate,Occasional,Low,Retirement,Buying a House,Positive,Mail,No,Medium Risk,Warning
88,37,Female,Widowed,3,Master,Student,Low,Urban,CA,Australia,Close,22,7836.540586,Transfer,Frequent,High,Branch,Low,Yes,473.6706724,6062.167121,82331.30247,16209.69932,Personal Loan,Poor,Aggressive,807,Negative,Wealth Accumulation,Medium,Spender,Music,2,7,No,0.44895282,2.672047329,3.528719877,Moderate,Frequent,Medium,Birth of a Child,None,Negative,Mail,No,Low Risk,Stable
89,66,Male,Single,4,Master,Unemployed,High,Urban,CA,Australia,Far,19,4101.100434,Purchase,Occasional,Low,Mobile App,Medium,Yes,42988.19081,19176.22484,9245.408265,5612.184171,None,Good,Aggressive,574,Neutral,Education Funding,Low,Spender,Cooking,3,0,No,0.427122525,0.530884751,3.300065026,Active,Occasional,High,Marriage,Buying a House,Positive,Phone,No,Low Risk,Warning
90,43,Male,Single,5,Bachelor,Employed,Medium,Rural,TX,Australia,Moderate,2,8013.555859,Transfer,Occasional,Medium,Mobile App,High,Yes,30749.1329,17854.34021,51522.14076,5614.919044,Personal Loan,Good,Conservative,545,Neutral,Retirement Planning,Medium,Spender,Cooking,2,6,No,0.229416816,1.32998008,2.777944518,Low,Frequent,High,Marriage,Buying a House,Neutral,Phone,No,Low Risk,Warning
91,45,Female,Divorced,5,Master,Student,Low,Suburban,TX,Canada,Close,9,5568.679787,Deposit,Occasional,Low,Website,Low,Yes,22307.29901,5521.075274,68264.28366,16465.50168,Personal Loan,Good,Conservative,677,Negative,Education Funding,Medium,Moderate,Travel,1,2,No,0.529792383,1.874353587,3.080454817,Active,Frequent,Medium,Marriage,None,Positive,SMS,Yes,High Risk,High Risk
92,44,Female,Widowed,5,College,Employed,High,Urban,NY,Australia,Close,10,5315.386339,Deposit,Occasional,High,Mobile App,Low,Yes,35279.36689,4149.614,91489.77244,17287.35913,Mortgage,Good,Moderate,500,Neutral,Education Funding,Medium,Conservative,Music,4,3,No,0.185964091,2.142263949,4.183890962,Low,Rare,High,None,Starting a Business,Negative,Phone,No,High Risk,High Risk
93,64,Female,Married,4,PhD,Employed,High,Rural,IL,UK,Moderate,19,7045.75435,Transfer,Occasional,Low,Branch,Low,Yes,29060.10575,793.432159,10190.61421,7693.321711,None,Good,Conservative,432,Negative,Retirement Planning,High,Moderate,Reading,3,3,No,0.279320979,3.929746811,2.670038814,Active,Rare,Low,Birth of a Child,Starting a Business,Positive,Email,Yes,Low Risk,Warning
94,60,Female,Single,4,College,Employed,Low,Urban,IL,USA,Far,6,8082.704986,Withdrawal,Occasional,Medium,Branch,Medium,Yes,14722.77,3316.056232,97363.25688,2629.238288,Personal Loan,Average,Conservative,642,Neutral,Retirement Planning,High,Moderate,Reading,3,1,Yes,0.657139819,1.258454348,4.664437872,Low,Rare,High,Marriage,Buying a House,Negative,Email,Yes,Medium Risk,Stable
95,48,Male,Widowed,4,College,Unemployed,Low,Urban,CA,UK,Close,9,6965.202475,Deposit,Occasional,High,Mobile App,Low,No,44887.86185,16288.91978,76364.49406,6675.621532,Mortgage,Average,Aggressive,722,Positive,Retirement Planning,Low,Conservative,Cooking,1,5,Yes,0.997733472,3.256031327,0.479714831,Moderate,Occasional,Low,Birth of a Child,Starting a Business,Neutral,Email,No,High Risk,Warning
96,34,Female,Single,3,College,Employed,Low,Urban,CA,USA,Far,19,4562.071628,Purchase,Rare,Low,Website,High,Yes,13229.54777,17799.95463,46228.78616,3687.065282,Personal Loan,Average,Conservative,657,Neutral,Retirement Planning,Low,Conservative,Sports,1,1,Yes,0.460553018,2.601183413,2.476429948,Low,Occasional,Low,Marriage,Buying a House,Negative,Mail,No,Medium Risk,Warning
97,64,Male,Divorced,2,High School,Self-employed,Low,Suburban,TX,Canada,Moderate,28,3276.277158,Deposit,Rare,Low,Mobile App,Low,Yes,1585.486913,4602.162541,41883.37794,12341.72081,Personal Loan,Good,Aggressive,620,Positive,Education Funding,Medium,Moderate,Cooking,2,4,Yes,0.449244835,4.577016999,2.032124832,Moderate,Rare,Medium,Birth of a Child,Starting a Business,Neutral,Email,No,Medium Risk,Warning
98,20,Male,Widowed,1,College,Student,Low,Rural,CA,Canada,Close,25,8471.735801,Transfer,Frequent,Low,Mobile App,Low,No,7828.888359,13010.39389,23267.95769,5327.775209,Personal Loan,Good,Moderate,338,Positive,Wealth Accumulation,Low,Conservative,Reading,3,7,Yes,0.372560855,2.517490232,4.511553331,Active,Rare,Low,Marriage,Starting a Business,Neutral,SMS,No,High Risk,High Risk
99,44,Female,Widowed,4,High School,Student,Low,Suburban,FL,UK,Moderate,18,5255.698429,Withdrawal,Frequent,Medium,Mobile App,Low,No,8936.416303,9249.990131,23770.11082,14426.62717,None,Poor,Aggressive,706,Positive,Education Funding,Medium,Moderate,Cooking,4,9,Yes,0.453468472,0.813727237,3.628880421,Active,Frequent,High,Marriage,None,Negative,Mail,No,Low Risk,Warning
100,26,Male,Divorced,2,Master,Self-employed,Medium,Urban,FL,Canada,Close,20,7856.26144,Withdrawal,Frequent,Low,Website,Medium,Yes,49383.46109,902.3514534,49238.30676,812.1663154,Car Loan,Good,Conservative,816,Negative,Education Funding,Medium,Moderate,Sports,2,8,No,0.703026403,2.659517782,0.281458509,Active,Occasional,Medium,Marriage,Starting a Business,Neutral,Mail,Yes,Medium Risk,Warning
101,28,Male,Married,4,PhD,Student,Low,Suburban,NY,USA,Close,26,9957.602687,Purchase,Occasional,Low,Website,Medium,Yes,22135.0399,2759.071393,62388.73422,8875.337626,Mortgage,Average,Moderate,694,Negative,Retirement Planning,Medium,Moderate,Reading,3,8,No,0.069460399,4.614830887,4.11107133,Active,Rare,Low,Marriage,Buying a House,Negative,Mail,No,Low Risk,Stable
102,43,Female,Single,1,PhD,Self-employed,Low,Urban,FL,Canada,Close,19,6474.487045,Transfer,Rare,High,Website,Low,No,28082.68928,4971.61143,21923.14776,1804.842036,Personal Loan,Average,Conservative,616,Positive,Wealth Accumulation,Medium,Spender,Travel,3,0,No,0.754014376,0.670708454,4.932307891,Moderate,Rare,Medium,Retirement,Starting a Business,Negative,SMS,No,High Risk,Warning
103,20,Male,Divorced,4,College,Unemployed,High,Suburban,NY,UK,Close,23,2855.627328,Deposit,Occasional,Medium,Branch,Low,Yes,47649.31053,19658.86755,41713.63412,15533.92947,Car Loan,Average,Moderate,593,Negative,Education Funding,Medium,Moderate,Travel,4,5,No,0.916866708,3.395531841,0.955912152,Active,Occasional,Low,Birth of a Child,Buying a House,Negative,SMS,Yes,Low Risk,Stable
104,63,Male,Widowed,2,PhD,Employed,High,Rural,TX,Canada,Moderate,27,8669.010409,Deposit,Occasional,Low,Mobile App,Medium,Yes,19619.38293,10496.52899,34629.89191,7363.215686,Mortgage,Average,Conservative,419,Neutral,Retirement Planning,Low,Spender,Sports,3,1,No,0.771011781,4.677900098,3.290962583,Low,Occasional,Low,Retirement,Starting a Business,Negative,Mail,No,Low Risk,Stable
105,27,Female,Divorced,3,High School,Unemployed,High,Suburban,FL,Australia,Close,4,2809.363171,Transfer,Rare,High,Website,Low,Yes,18965.69865,12012.21302,77488.75829,16166.59218,Car Loan,Good,Conservative,830,Positive,Wealth Accumulation,High,Conservative,Cooking,1,2,No,0.287778944,1.112502704,0.998697184,Moderate,Rare,Low,Birth of a Child,None,Positive,Mail,Yes,Medium Risk,Warning
106,43,Female,Widowed,1,Master,Self-employed,Low,Rural,NY,USA,Far,4,2677.969587,Transfer,Occasional,Medium,Branch,Medium,Yes,3049.440776,13191.40891,57750.78589,13867.61867,Personal Loan,Good,Moderate,396,Neutral,Wealth Accumulation,Low,Conservative,Travel,2,2,Yes,0.647902245,2.213055101,0.264871789,Low,Occasional,Medium,Retirement,Buying a House,Positive,Email,No,Medium Risk,Warning
107,30,Female,Divorced,2,College,Employed,Low,Urban,IL,Canada,Close,17,831.9765148,Transfer,Frequent,High,Mobile App,Medium,Yes,28245.18471,9614.440027,8727.068053,17289.77477,None,Poor,Aggressive,582,Negative,Retirement Planning,High,Spender,Travel,3,8,No,0.068269215,2.139212855,0.860177326,Active,Rare,High,Birth of a Child,Starting a Business,Negative,SMS,No,Low Risk,Stable
108,36,Female,Married,5,Bachelor,Unemployed,Medium,Rural,NY,USA,Moderate,26,877.7707028,Withdrawal,Occasional,Medium,Mobile App,Low,Yes,28376.71577,15970.32007,57976.5464,18577.41064,Personal Loan,Good,Aggressive,621,Negative,Education Funding,Medium,Spender,Travel,3,8,Yes,0.155544525,2.594608474,1.703235018,Low,Rare,Low,Birth of a Child,Starting a Business,Negative,Phone,No,High Risk,High Risk
109,27,Female,Widowed,5,PhD,Employed,Medium,Urban,FL,UK,Far,13,8636.981542,Withdrawal,Rare,High,Website,Low,No,32281.74308,16279.69484,98476.12055,1808.946882,Car Loan,Average,Aggressive,848,Negative,Wealth Accumulation,Medium,Moderate,Reading,2,5,No,0.78347815,4.91552695,2.034018938,Low,Occasional,High,Marriage,Starting a Business,Positive,Phone,No,Low Risk,Warning
110,54,Female,Divorced,5,PhD,Employed,Medium,Suburban,NY,Australia,Close,3,2384.222199,Withdrawal,Frequent,High,Website,Low,No,6899.589367,409.9985782,16509.91643,1627.491679,Personal Loan,Poor,Conservative,343,Positive,Retirement Planning,Medium,Conservative,Reading,2,6,Yes,0.212250218,3.846393174,0.325353145,Active,Rare,High,Marriage,Buying a House,Neutral,Mail,Yes,Medium Risk,High Risk
111,54,Female,Married,3,College,Unemployed,Medium,Suburban,TX,USA,Moderate,21,1176.012997,Purchase,Occasional,Low,Website,Medium,Yes,29011.82269,16075.68109,37590.06895,13702.70169,Personal Loan,Average,Conservative,525,Positive,Retirement Planning,Low,Spender,Sports,4,8,No,0.475230641,2.71217177,4.859599427,Moderate,Occasional,High,Retirement,Starting a Business,Negative,SMS,No,Low Risk,Warning
112,52,Male,Married,4,PhD,Student,Low,Rural,CA,Australia,Moderate,21,3590.621139,Purchase,Occasional,High,Website,High,No,861.049469,2476.24288,22336.13674,2571.977337,None,Poor,Conservative,327,Neutral,Retirement Planning,Low,Spender,Music,4,1,Yes,0.202727159,3.553392099,1.155441778,Active,Rare,High,Retirement,Buying a House,Positive,Phone,Yes,Medium Risk,Stable
113,24,Male,Single,4,PhD,Self-employed,High,Suburban,IL,Australia,Close,4,7164.086649,Withdrawal,Occasional,Medium,Website,Low,Yes,23049.78313,17579.50299,5970.787794,15703.22662,Car Loan,Average,Aggressive,390,Negative,Wealth Accumulation,High,Moderate,Cooking,3,4,No,0.102579445,3.655197034,1.900582314,Active,Frequent,Low,Birth of a Child,Starting a Business,Negative,Phone,No,High Risk,High Risk
114,61,Female,Widowed,4,Bachelor,Unemployed,Low,Suburban,TX,Australia,Far,7,3462.347451,Transfer,Frequent,Medium,Branch,Medium,Yes,31482.41282,450.9639659,23331.19447,16746.79935,None,Average,Conservative,564,Negative,Education Funding,Low,Moderate,Reading,1,8,No,0.288286065,1.633976911,0.772353708,Moderate,Occasional,High,None,Starting a Business,Positive,Phone,No,High Risk,High Risk
115,58,Male,Single,3,High School,Unemployed,Low,Urban,IL,Canada,Moderate,10,3161.872665,Transfer,Frequent,Medium,Branch,Low,No,18109.85665,14567.44994,68168.67753,17714.38207,Car Loan,Good,Conservative,334,Neutral,Education Funding,Medium,Spender,Reading,4,2,Yes,0.933486069,2.071507331,0.643498228,Active,Occasional,Low,None,None,Negative,Mail,Yes,Low Risk,Warning
116,60,Male,Married,5,College,Student,Low,Suburban,IL,Canada,Moderate,13,4931.850722,Deposit,Frequent,Low,Mobile App,Medium,Yes,40520.21432,19430.36009,27546.74971,7409.560662,Car Loan,Poor,Conservative,726,Negative,Education Funding,Medium,Spender,Cooking,1,1,Yes,0.391270734,4.315880451,1.719100944,Low,Occasional,Low,Retirement,Buying a House,Negative,Email,Yes,Medium Risk,Warning
117,47,Female,Single,4,College,Self-employed,Low,Urban,NY,UK,Far,26,309.8814218,Withdrawal,Occasional,Low,Website,Medium,Yes,7674.564666,3393.302686,72139.77162,19861.26108,Mortgage,Average,Aggressive,834,Positive,Education Funding,High,Conservative,Music,3,1,Yes,0.416200108,2.05154092,0.525592601,Low,Frequent,Medium,Marriage,Buying a House,Negative,Email,No,Low Risk,High Risk
